ticket_id,user_id,fecha,canal,tiempo_primera_respuesta_min,tiempo_resolucion_hs,resuelto,tema_principal,subtema,csat_score,reapertura
CH1305,U1557,2023-04-28,chat,24,1.9,si,reportes,flujo_caja,5,no
CH1306,U1887,2023-12-05,chat,15,0.7,si,facturacion,errores_sat,5,no
CH1307,U1684,2023-10-18,chat,24,1.3,si,reportes,exportar_excel,4,no
CH1308,U0168,2024-02-08,chat,20,2.2,si,reportes,balance_general,3,no
CH1309,U0958,2023-02-15,chat,21,2.4,si,integraciones,banco,3,no
CH1310,U0751,2023-04-07,chat,9,1.1,si,facturacion,errores_sat,3,no
CH1311,U1282,2023-08-29,chat,7,0.5,si,facturacion,emision_factura,4,no
CH1312,U0657,2023-09-30,chat,25,19.5,no,configuracion,plan_cuentas,1,si
CH1313,U1330,2023-05-20,chat,23,1.7,si,configuracion,datos_empresa,4,no
CH1314,U0623,2023-03-16,chat,5,2.7,si,configuracion,onboarding_general,5,no
CH1315,U0526,2023-11-02,chat,24,19,no,integraciones,api_externa,2,si
CH1316,U0688,2023-03-02,chat,17,1.5,si,configuracion,onboarding_general,5,no
CH1317,U0246,2023-05-23,chat,9,2.5,si,cuenta,suspension_cuenta,5,no
CH1318,U0002,2023-12-25,chat,4,0.6,si,facturacion,emision_factura,3,no
CH1319,U1838,2023-07-29,chat,9,1,si,pagos,fallo_cobro,3,no
CH1320,U0788,2023-06-27,chat,10,17.6,no,integraciones,banco,3,si
CH1321,U1281,2023-12-03,chat,18,1.9,si,configuracion,onboarding_general,4,no
CH1322,U0134,2023-08-19,chat,21,1.2,si,facturacion,factura_electronica_avanzada,5,no
CH1323,U1850,2024-02-09,chat,3,25.6,no,facturacion,factura_electronica_avanzada,3,no
CH1324,U1957,2023-11-01,chat,8,3,si,reportes,balance_general,5,no
CH1325,U0096,2023-11-08,chat,4,0.5,si,reportes,flujo_caja,5,no
CH1326,U1108,2023-02-17,chat,21,1,si,cuenta,suspension_cuenta,3,no
CH1327,U0815,2023-08-29,chat,20,8,no,pagos,actualizacion_tarjeta,1,si
CH1328,U1713,2023-12-25,chat,9,1.6,si,facturacion,factura_electronica_avanzada,5,no
CH1329,U1161,2023-01-14,chat,22,10.7,no,configuracion,datos_empresa,2,no
CH1330,U0118,2023-10-22,chat,5,1.4,si,facturacion,errores_dian,5,no
CH1331,U0333,2024-02-29,chat,2,1.3,si,integraciones,api_externa,5,no
CH1332,U0557,2023-07-01,chat,24,1.8,si,reportes,balance_general,5,no
CH1333,U0747,2024-01-10,chat,15,2.3,si,facturacion,factura_electronica_avanzada,3,no
CH1334,U0524,2023-08-25,chat,18,0.9,si,cuenta,cambio_plan,5,no
CH1335,U1053,2024-01-10,chat,5,2.1,si,pagos,disputa,5,no
CH1336,U1789,2023-07-12,chat,24,1.1,si,facturacion,factura_electronica_avanzada,4,no
CH1337,U0082,2023-11-18,chat,8,1.8,si,configuracion,integracion_banco,1,no
CH1338,U0512,2024-01-03,chat,7,2.8,si,configuracion,datos_empresa,5,no
CH1339,U1517,2024-01-02,chat,21,0.9,si,configuracion,integracion_banco,3,no
CH1340,U1808,2023-07-05,chat,5,1.6,si,configuracion,onboarding_general,4,no
CH1341,U0260,2023-05-15,chat,14,2.5,si,pagos,fallo_cobro,3,no
CH1342,U0521,2023-12-04,chat,6,1.4,si,configuracion,integracion_banco,4,no
CH1343,U1018,2023-02-17,chat,7,1.2,si,configuracion,onboarding_general,4,no
CH1344,U1164,2023-12-07,chat,13,1.1,si,pagos,disputa,1,no
CH1345,U1988,2023-02-04,chat,23,4.7,no,pagos,fallo_cobro,2,no
CH1346,U1321,2023-06-03,chat,11,14.1,no,reportes,exportar_excel,1,si
CH1347,U0863,2023-06-28,chat,9,23.8,no,configuracion,plan_cuentas,3,si
CH1348,U1626,2023-12-11,chat,3,1.5,si,integraciones,api_externa,4,no
CH1349,U1437,2023-03-19,chat,10,1,si,cuenta,suspension_cuenta,3,no
CH1350,U1716,2024-01-28,chat,12,2,si,facturacion,errores_dian,5,no
CH1351,U0135,2023-02-22,chat,6,2.4,si,pagos,actualizacion_tarjeta,5,no
CH1352,U0479,2023-08-12,chat,9,2.2,si,reportes,balance_general,3,no
CH1353,U1165,2023-03-13,chat,6,2.4,si,configuracion,plan_cuentas,3,no
CH1354,U1755,2023-11-07,chat,22,1,si,configuracion,datos_empresa,4,no
CH1355,U1289,2023-08-18,chat,7,12.2,no,configuracion,plan_cuentas,1,si
CH1356,U0891,2023-02-20,chat,8,2.5,si,cuenta,reactivacion,3,no
CH1357,U0169,2023-12-10,chat,19,1,si,integraciones,banco,5,no
CH1358,U1286,2023-01-30,chat,3,20.4,no,facturacion,descarga_xml,2,si
CH1359,U0035,2024-02-04,chat,16,2.8,si,cuenta,reactivacion,3,no
CH1360,U0477,2023-02-27,chat,4,1.2,si,configuracion,onboarding_general,4,no
CH1361,U0364,2024-01-14,chat,19,12.1,no,reportes,exportar_excel,3,si
CH1362,U1738,2023-05-02,chat,9,1.9,si,facturacion,errores_sat,5,no
CH1363,U1783,2023-10-28,chat,15,2.9,si,configuracion,datos_empresa,4,no
CH1364,U0787,2023-04-10,chat,22,21.2,no,facturacion,errores_sat,1,no
CH1365,U1553,2023-10-10,chat,24,0.6,si,facturacion,factura_electronica_avanzada,3,no
CH1366,U1781,2023-02-12,chat,24,25.1,no,facturacion,descarga_xml,2,si
CH1367,U1687,2023-12-11,chat,4,26.8,no,integraciones,banco,1,no
CH1368,U1119,2023-04-08,chat,24,0.5,si,reportes,flujo_caja,5,no
CH1369,U1461,2023-02-07,chat,20,10.4,no,integraciones,api_externa,3,no
CH1370,U0970,2023-08-12,chat,25,2,si,integraciones,banco,4,no
CH1371,U0413,2023-07-30,chat,16,6.5,no,facturacion,errores_sat,1,no
CH1372,U1998,2023-07-07,chat,24,20.6,no,facturacion,descarga_xml,2,no
CH1373,U1767,2024-02-19,chat,21,0.9,si,cuenta,suspension_cuenta,3,no
CH1374,U0379,2023-05-30,chat,7,2.9,si,configuracion,integracion_banco,4,no
CH1375,U0638,2023-04-27,chat,8,1,si,pagos,disputa,4,no
CH1376,U1877,2023-02-13,chat,21,1.6,si,integraciones,banco,3,no
CH1377,U0141,2023-06-12,chat,6,18.7,no,configuracion,datos_empresa,3,si
CH1378,U1185,2023-04-19,chat,25,2.5,si,configuracion,onboarding_general,3,no
CH1379,U0098,2023-11-21,chat,24,0.8,si,integraciones,api_externa,5,no
CH1380,U1768,2023-05-06,chat,4,0.6,si,pagos,fallo_cobro,5,no
CH1381,U1569,2023-05-15,chat,14,2.6,si,facturacion,emision_factura,4,no
CH1382,U1199,2023-06-24,chat,14,16.8,no,configuracion,onboarding_general,1,no
CH1383,U1123,2023-11-02,chat,13,2.2,si,facturacion,descarga_xml,5,no
CH1384,U1596,2023-09-29,chat,9,25.7,no,integraciones,banco,1,no
CH1385,U0440,2023-04-03,chat,11,1.9,si,pagos,fallo_cobro,4,no
CH1386,U1584,2023-07-29,chat,21,2.3,si,configuracion,integracion_banco,4,no
CH1387,U0645,2023-06-09,chat,8,2.9,si,cuenta,cambio_plan,5,no
CH1388,U0205,2023-05-12,chat,15,0.7,si,pagos,actualizacion_tarjeta,4,no
CH1389,U1401,2023-05-02,chat,10,2,si,reportes,balance_general,3,no
CH1390,U0832,2023-01-18,chat,25,2.2,si,configuracion,datos_empresa,5,no
CH1391,U0324,2023-03-16,chat,7,2.3,si,reportes,exportar_excel,4,no
CH1392,U0930,2024-02-08,chat,23,16.9,no,configuracion,integracion_banco,3,si
CH1393,U1506,2023-06-08,chat,11,5.9,no,facturacion,emision_factura,3,no
CH1394,U0288,2023-11-14,chat,25,1.1,si,configuracion,datos_empresa,4,no
CH1395,U0132,2023-04-23,chat,8,0.7,si,facturacion,factura_electronica_avanzada,3,no
CH1396,U0903,2023-07-26,chat,11,0.8,si,integraciones,banco,5,no
CH1397,U1232,2023-06-30,chat,12,2.3,si,cuenta,suspension_cuenta,4,no
CH1398,U1484,2023-10-20,chat,5,14.6,no,pagos,fallo_cobro,2,si
CH1399,U0904,2023-11-23,chat,23,27.1,no,configuracion,datos_empresa,1,si
CH1400,U1254,2024-01-07,chat,8,1.9,si,facturacion,descarga_xml,4,no
CH1401,U1984,2023-04-19,chat,20,2,si,integraciones,pasarela_pago,5,no
CH1402,U1950,2023-04-08,chat,19,16.4,no,reportes,balance_general,3,si
CH1403,U0432,2024-01-06,chat,12,1.8,si,configuracion,onboarding_general,2,no
CH1404,U0023,2023-07-05,chat,3,0.8,si,facturacion,emision_factura,4,no
CH1405,U0849,2023-03-10,chat,16,12,no,integraciones,pasarela_pago,2,no
CH1406,U0962,2023-12-28,chat,14,20.2,no,pagos,fallo_cobro,2,no
CH1407,U1036,2024-02-29,chat,5,11.3,no,pagos,actualizacion_tarjeta,2,no
CH1408,U1733,2023-05-18,chat,20,1.4,si,reportes,balance_general,4,no
CH1409,U0532,2023-07-17,chat,25,1.9,si,facturacion,errores_dian,4,no
CH1410,U1638,2023-01-02,chat,4,0.9,si,facturacion,factura_electronica_avanzada,5,no
CH1411,U1638,2023-09-24,chat,22,11.1,no,facturacion,emision_factura,1,si
CH1412,U1966,2023-07-03,chat,21,1.9,si,configuracion,plan_cuentas,3,no
CH1413,U1159,2023-12-26,chat,6,1,si,integraciones,banco,5,no
CH1414,U1955,2023-06-08,chat,4,1.6,si,cuenta,cambio_plan,4,no
CH1415,U0094,2024-02-24,chat,23,1.8,si,integraciones,banco,5,no
CH1416,U0338,2023-07-13,chat,24,1.2,si,reportes,balance_general,5,no
CH1417,U0015,2023-11-03,chat,23,1.1,si,integraciones,api_externa,5,no
CH1418,U1349,2023-07-29,chat,7,2.6,si,configuracion,datos_empresa,5,no
CH1419,U0237,2023-03-14,chat,4,1.3,si,facturacion,emision_factura,3,no
CH1420,U0693,2023-04-24,chat,10,1,si,integraciones,api_externa,4,no
CH1421,U1191,2023-04-24,chat,16,1.7,si,facturacion,descarga_xml,4,no
CH1422,U0595,2023-01-12,chat,8,10.4,no,facturacion,emision_factura,1,si
CH1423,U0534,2024-02-15,chat,12,22.1,no,configuracion,datos_empresa,2,no
CH1424,U0466,2023-03-25,chat,5,2.9,si,integraciones,pasarela_pago,5,no
CH1425,U1720,2023-06-16,chat,13,0.9,si,pagos,disputa,4,no
CH1426,U1636,2023-07-08,chat,2,1.8,si,facturacion,descarga_xml,3,no
CH1427,U0948,2023-03-23,chat,6,16.1,no,integraciones,pasarela_pago,1,si
CH1428,U1188,2023-03-18,chat,25,19.2,no,configuracion,integracion_banco,2,si
CH1429,U1083,2023-01-08,chat,5,1.4,si,integraciones,pasarela_pago,1,no
CH1430,U1086,2023-06-26,chat,11,21.6,no,facturacion,errores_sat,3,no
CH1431,U0871,2023-02-22,chat,10,22.4,no,configuracion,plan_cuentas,3,no
CH1432,U0944,2023-11-23,chat,7,1.2,si,facturacion,emision_factura,3,no
CH1433,U1792,2023-12-04,chat,22,5.3,no,reportes,exportar_excel,1,si
CH1434,U0907,2023-10-19,chat,21,18.5,no,configuracion,datos_empresa,1,si
CH1435,U1041,2023-07-09,chat,20,1.4,si,reportes,exportar_excel,4,no
CH1436,U0350,2024-02-27,chat,11,1.6,si,facturacion,emision_factura,4,no
CH1437,U0215,2024-01-29,chat,11,0.8,si,facturacion,factura_electronica_avanzada,5,no
CH1438,U0949,2023-09-07,chat,20,24.3,no,facturacion,descarga_xml,3,si
CH1439,U0329,2023-03-10,chat,20,2.1,si,configuracion,datos_empresa,5,no
CH1440,U0130,2023-07-23,chat,19,2.2,si,facturacion,descarga_xml,4,no
CH1441,U1413,2023-05-01,chat,9,2.1,si,cuenta,cambio_plan,4,no
CH1442,U0965,2024-02-01,chat,22,1.3,si,cuenta,cambio_plan,5,no
CH1443,U0381,2024-01-28,chat,18,1.7,si,cuenta,reactivacion,4,no
CH1444,U1683,2023-08-22,chat,10,1.3,si,integraciones,api_externa,4,no
CH1445,U1506,2023-07-12,chat,16,2.6,si,facturacion,descarga_xml,3,no
CH1446,U0774,2023-06-01,chat,9,2.1,si,integraciones,banco,4,no
CH1447,U1649,2023-09-23,chat,13,1.4,si,pagos,actualizacion_tarjeta,3,no
CH1448,U1855,2023-09-11,chat,5,1.7,si,configuracion,plan_cuentas,4,no
CH1449,U0834,2023-11-23,chat,9,2.3,si,facturacion,emision_factura,3,no
CH1450,U0252,2023-02-11,chat,2,2.8,si,cuenta,cambio_plan,3,no
CH1451,U1421,2023-03-02,chat,10,2.4,si,facturacion,emision_factura,3,no
CH1452,U0184,2024-01-15,chat,6,0.7,si,configuracion,onboarding_general,4,no
CH1453,U0529,2023-12-25,chat,19,1.3,si,configuracion,integracion_banco,3,no
CH1454,U1205,2024-02-20,chat,10,8.5,no,configuracion,plan_cuentas,3,no
CH1455,U0528,2023-06-14,chat,24,1.2,si,integraciones,pasarela_pago,3,no
CH1456,U1043,2023-01-13,chat,25,2,si,configuracion,onboarding_general,4,no
CH1457,U0552,2024-01-10,chat,8,1.2,si,facturacion,errores_sat,5,no
CH1458,U0635,2023-12-14,chat,16,0.9,si,reportes,balance_general,5,no
CH1459,U0653,2024-02-26,chat,23,1.5,si,reportes,estado_resultados,3,no
CH1460,U0991,2024-02-01,chat,24,1.6,si,facturacion,errores_sat,5,no
CH1461,U0238,2024-01-04,chat,18,2.9,si,configuracion,integracion_banco,5,no
CH1462,U0494,2023-04-17,chat,11,1.2,si,facturacion,descarga_xml,4,no
CH1463,U1791,2023-01-24,chat,19,2.7,si,facturacion,errores_sat,5,no
CH1464,U1474,2023-06-14,chat,14,2,si,facturacion,errores_sat,5,no
CH1465,U0621,2023-05-23,chat,2,7.7,no,configuracion,integracion_banco,3,no
CH1466,U0776,2023-10-10,chat,24,18.8,no,facturacion,errores_dian,2,si
CH1467,U0541,2023-05-27,chat,16,1.4,si,pagos,disputa,5,no
CH1468,U0342,2023-07-25,chat,22,2.4,si,facturacion,factura_electronica_avanzada,3,no
CH1469,U0511,2023-12-16,chat,18,2.9,si,facturacion,errores_sat,5,no
CH1470,U0968,2023-10-02,chat,2,1.7,si,pagos,fallo_cobro,5,no
CH1471,U0550,2023-08-05,chat,12,1,si,reportes,estado_resultados,3,no
CH1472,U1951,2023-03-29,chat,5,1.9,si,configuracion,datos_empresa,3,no
CH1473,U1628,2023-06-13,chat,19,22.6,no,cuenta,cambio_plan,1,no
CH1474,U1014,2023-03-15,chat,9,0.8,si,facturacion,descarga_xml,3,no
CH1475,U1057,2023-04-20,chat,19,2.1,si,facturacion,factura_electronica_avanzada,5,no
CH1476,U1328,2023-11-01,chat,10,2.2,si,cuenta,suspension_cuenta,3,no
CH1477,U1405,2023-04-09,chat,6,2.8,si,facturacion,descarga_xml,3,no
CH1478,U1233,2023-10-26,chat,20,0.6,si,integraciones,pasarela_pago,4,no
CH1479,U0404,2023-03-17,chat,5,1.1,si,cuenta,cambio_plan,4,no
CH1480,U1466,2023-12-15,chat,7,1.1,si,reportes,exportar_excel,4,no
CH1481,U0915,2023-03-09,chat,6,2.3,si,pagos,disputa,5,no
CH1482,U1881,2023-12-15,chat,22,1.7,si,facturacion,errores_dian,3,no
CH1483,U1861,2023-03-31,chat,23,1.6,si,facturacion,descarga_xml,2,no
CH1484,U1055,2024-02-17,chat,13,1.8,si,integraciones,api_externa,4,no
CH1485,U1734,2023-04-24,chat,6,2.4,si,pagos,fallo_cobro,4,no
CH1486,U1350,2023-01-03,chat,22,9.9,no,reportes,flujo_caja,2,no
CH1487,U0891,2024-01-18,chat,23,2.4,si,cuenta,reactivacion,5,no
CH1488,U1063,2023-08-15,chat,17,21.5,no,cuenta,reactivacion,2,si
CH1489,U0464,2023-04-30,chat,12,16,no,configuracion,datos_empresa,1,no
CH1490,U1482,2024-01-19,chat,20,11,no,reportes,exportar_excel,2,si
CH1491,U0593,2023-12-14,chat,16,0.8,si,reportes,flujo_caja,5,no
CH1492,U1815,2023-09-26,chat,5,2.2,si,facturacion,factura_electronica_avanzada,5,no
CH1493,U0821,2023-03-21,chat,10,2.7,si,pagos,actualizacion_tarjeta,3,no
CH1494,U0328,2023-05-15,chat,23,1.6,si,configuracion,integracion_banco,5,no
CH1495,U0503,2023-08-17,chat,6,1.7,si,integraciones,banco,3,no
CH1496,U0231,2023-08-17,chat,12,1.3,si,configuracion,integracion_banco,4,no
CH1497,U0983,2023-05-07,chat,13,2.7,si,configuracion,onboarding_general,4,no
CH1498,U0534,2023-12-21,chat,21,2.5,si,configuracion,datos_empresa,5,no
CH1499,U1006,2023-03-05,chat,24,2.1,si,configuracion,datos_empresa,3,no
CH1500,U0038,2024-02-19,chat,7,27.6,no,reportes,estado_resultados,1,si
CH1501,U1496,2023-01-01,chat,2,1.1,si,facturacion,factura_electronica_avanzada,4,no
CH1502,U1650,2023-03-03,chat,12,2.5,si,facturacion,errores_sat,5,no
CH1503,U1281,2023-04-10,chat,3,1.1,si,cuenta,suspension_cuenta,3,no
CH1504,U1540,2023-07-09,chat,10,2.6,si,facturacion,errores_sat,3,no
CH1505,U0310,2023-12-31,chat,20,2.2,si,pagos,actualizacion_tarjeta,5,no
CH1506,U1842,2023-09-21,chat,22,25.8,no,configuracion,integracion_banco,3,no
CH1507,U1737,2023-10-17,chat,16,2.2,si,reportes,estado_resultados,4,no
CH1508,U1076,2023-01-20,chat,21,2.8,si,facturacion,factura_electronica_avanzada,5,no
CH1509,U0812,2023-04-18,chat,20,0.6,si,facturacion,errores_dian,4,no
CH1510,U1701,2023-08-24,chat,19,1,si,facturacion,errores_sat,5,no
CH1511,U0131,2023-07-18,chat,20,1.9,si,facturacion,descarga_xml,4,no
CH1512,U0081,2023-08-28,chat,22,2,si,configuracion,integracion_banco,4,no
CH1513,U0559,2024-02-27,chat,10,0.8,si,configuracion,datos_empresa,3,no
CH1514,U0703,2023-05-15,chat,23,2.4,si,facturacion,errores_dian,4,no
CH1515,U0469,2023-01-08,chat,25,1.8,si,facturacion,descarga_xml,3,no
CH1516,U0692,2023-09-15,chat,11,1.1,si,facturacion,descarga_xml,3,no
CH1517,U0993,2023-12-20,chat,13,2.2,si,pagos,fallo_cobro,4,no
CH1518,U1595,2024-01-09,chat,23,0.7,si,facturacion,errores_dian,3,no
CH1519,U0589,2023-02-04,chat,25,2.9,si,facturacion,errores_sat,4,no
CH1520,U0947,2023-08-13,chat,13,1.6,si,configuracion,integracion_banco,3,no
CH1521,U1339,2023-10-20,chat,18,13.8,no,configuracion,onboarding_general,2,si
CH1522,U0679,2023-11-23,chat,16,2.4,si,facturacion,descarga_xml,5,no
CH1523,U0476,2023-05-13,chat,24,2.9,si,integraciones,pasarela_pago,5,no
CH1524,U1003,2023-02-18,chat,15,2.4,si,configuracion,plan_cuentas,5,no
CH1525,U0258,2023-10-17,chat,4,1.7,si,facturacion,emision_factura,4,no
CH1526,U0495,2024-01-23,chat,21,17,no,facturacion,emision_factura,1,no
CH1527,U1741,2023-12-26,chat,17,2.9,si,facturacion,factura_electronica_avanzada,3,no
CH1528,U1501,2023-07-29,chat,8,1.1,si,reportes,flujo_caja,5,no
CH1529,U1526,2023-01-25,chat,8,8.5,no,facturacion,factura_electronica_avanzada,1,si
CH1530,U0473,2023-11-16,chat,23,1.7,si,pagos,disputa,4,no
CH1531,U1790,2023-07-09,chat,10,1.4,si,cuenta,reactivacion,4,no
CH1532,U1940,2023-03-24,chat,16,1.7,si,reportes,estado_resultados,4,no
CH1533,U0579,2024-02-13,chat,16,2.3,si,configuracion,datos_empresa,4,no
CH1534,U0639,2023-01-13,chat,15,17.4,no,configuracion,onboarding_general,1,si
CH1535,U1395,2024-01-31,chat,14,1.7,si,reportes,estado_resultados,3,no
CH1536,U0928,2023-07-12,chat,4,7.1,no,cuenta,cambio_plan,1,si
CH1537,U1116,2023-09-10,chat,18,15.8,no,facturacion,emision_factura,1,si
CH1538,U0158,2023-04-01,chat,4,25.6,no,facturacion,factura_electronica_avanzada,1,no
CH1539,U0980,2023-02-08,chat,3,2.8,si,facturacion,errores_dian,5,no
CH1540,U0210,2023-11-08,chat,8,1.5,si,pagos,disputa,4,no
CH1541,U0596,2023-04-28,chat,17,2.5,si,facturacion,factura_electronica_avanzada,4,no
CH1542,U0058,2024-01-06,chat,5,12.5,no,integraciones,banco,1,no
CH1543,U0382,2023-01-24,chat,20,17,no,configuracion,datos_empresa,1,no
CH1544,U1873,2023-11-13,chat,14,1.6,si,pagos,actualizacion_tarjeta,5,no
CH1545,U0423,2023-01-14,chat,8,15.8,no,reportes,exportar_excel,1,si
CH1546,U0443,2023-09-01,chat,13,1.7,si,pagos,disputa,5,no
CH1547,U1937,2024-02-15,chat,10,1.3,si,reportes,flujo_caja,4,no
CH1548,U1154,2023-11-11,chat,5,2.5,si,facturacion,errores_sat,3,no
CH1549,U1042,2024-01-05,chat,10,22,no,configuracion,onboarding_general,1,si
CH1550,U0538,2023-01-21,chat,13,16.9,no,integraciones,api_externa,3,si
CH1551,U1192,2023-04-20,chat,24,2.8,si,facturacion,descarga_xml,4,no
CH1552,U1771,2023-03-31,chat,19,2.5,si,reportes,flujo_caja,3,no
CH1553,U0286,2023-06-23,chat,17,2.1,si,facturacion,errores_sat,3,no
CH1554,U0689,2023-11-12,chat,9,23.5,no,reportes,estado_resultados,2,no
CH1555,U0552,2023-05-27,chat,23,2.5,si,cuenta,cambio_plan,3,no
CH1556,U0507,2023-12-15,chat,2,1.3,si,facturacion,errores_dian,4,no
CH1557,U0962,2023-08-14,chat,6,1.4,si,reportes,estado_resultados,5,no
CH1558,U0023,2023-08-16,chat,12,13.8,no,configuracion,integracion_banco,2,no
CH1559,U1546,2023-09-05,chat,21,4.3,no,integraciones,banco,2,no
CH1560,U1476,2023-03-11,chat,7,2.3,si,configuracion,onboarding_general,5,no
CH1561,U0031,2023-04-22,chat,14,2.1,si,integraciones,api_externa,4,no
CH1562,U0052,2023-12-14,chat,24,0.7,si,cuenta,reactivacion,4,no
CH1563,U0682,2023-01-10,chat,23,21.9,no,facturacion,errores_dian,1,si
CH1564,U0556,2023-10-20,chat,7,1.8,si,pagos,disputa,4,no
CH1565,U0070,2023-12-30,chat,6,2,si,cuenta,suspension_cuenta,3,no
CH1566,U1359,2023-09-07,chat,11,27.8,no,reportes,estado_resultados,2,si
CH1567,U1896,2023-10-04,chat,25,1.8,si,configuracion,datos_empresa,4,no
CH1568,U0013,2023-12-05,chat,10,0.8,si,configuracion,plan_cuentas,1,no
CH1569,U0897,2023-03-24,chat,15,5.6,no,cuenta,cambio_plan,3,si
CH1570,U0669,2023-07-23,chat,8,5.8,no,pagos,actualizacion_tarjeta,3,si
CH1571,U0814,2023-02-23,chat,7,0.6,si,configuracion,integracion_banco,4,no
CH1572,U0687,2023-09-16,chat,12,1.7,si,reportes,flujo_caja,5,no
CH1573,U1912,2023-09-19,chat,4,1.5,si,reportes,flujo_caja,4,no
CH1574,U0160,2023-02-23,chat,20,2.4,si,configuracion,integracion_banco,4,no
CH1575,U1319,2023-06-05,chat,24,2.5,si,facturacion,descarga_xml,5,no
CH1576,U1567,2023-06-15,chat,11,1.2,si,configuracion,integracion_banco,3,no
CH1577,U0813,2023-01-21,chat,18,2.5,si,integraciones,pasarela_pago,5,no
CH1578,U1040,2023-12-09,chat,8,2.5,si,pagos,actualizacion_tarjeta,5,no
CH1579,U0475,2023-03-27,chat,16,1.3,si,cuenta,suspension_cuenta,5,no
CH1580,U1689,2023-06-14,chat,15,1.7,si,facturacion,emision_factura,5,no
CH1581,U0706,2024-02-23,chat,14,1.5,si,integraciones,pasarela_pago,5,no
CH1582,U0167,2023-10-04,chat,3,7,no,cuenta,cambio_plan,1,no
CH1583,U1144,2023-06-16,chat,10,2.5,si,configuracion,onboarding_general,5,no
CH1584,U1897,2023-07-29,chat,3,2.2,si,reportes,estado_resultados,3,no
CH1585,U0489,2023-09-06,chat,12,2.6,si,facturacion,factura_electronica_avanzada,3,no
CH1586,U1487,2024-02-15,chat,9,0.7,si,reportes,estado_resultados,4,no
CH1587,U1743,2023-05-27,chat,18,1.9,si,facturacion,errores_sat,5,no
CH1588,U0017,2024-02-18,chat,14,1.3,si,facturacion,factura_electronica_avanzada,4,no
CH1589,U1877,2023-12-24,chat,4,0.6,si,facturacion,factura_electronica_avanzada,3,no
CH1590,U0001,2023-01-21,chat,2,0.9,si,configuracion,integracion_banco,3,no
CH1591,U0956,2023-10-15,chat,2,1.8,si,configuracion,onboarding_general,4,no
CH1592,U1422,2023-11-16,chat,24,0.7,si,cuenta,suspension_cuenta,4,no
CH1593,U1423,2023-09-06,chat,15,0.9,si,integraciones,api_externa,3,no
CH1594,U0726,2023-02-01,chat,4,2.5,si,reportes,exportar_excel,3,no
CH1595,U0755,2023-04-14,chat,16,2,si,pagos,actualizacion_tarjeta,3,no
CH1596,U1964,2023-10-31,chat,16,21.9,no,cuenta,reactivacion,1,no
CH1597,U1242,2024-01-21,chat,8,0.6,si,pagos,fallo_cobro,4,no
CH1598,U1808,2023-12-16,chat,3,1.7,si,cuenta,reactivacion,4,no
CH1599,U0812,2023-01-11,chat,19,3,si,cuenta,reactivacion,5,no
CH1600,U0240,2023-09-07,chat,25,1.6,si,integraciones,banco,3,no
CH1601,U1902,2023-03-09,chat,8,2.6,si,pagos,fallo_cobro,4,no
CH1602,U1226,2023-09-13,chat,14,2.6,si,facturacion,emision_factura,5,no
CH1603,U0454,2023-08-20,chat,13,0.8,si,facturacion,descarga_xml,5,no
CH1604,U0788,2023-09-28,chat,23,1,si,cuenta,cambio_plan,5,no
CH1605,U0930,2023-12-12,chat,8,7.1,no,configuracion,datos_empresa,1,si
CH1606,U0594,2023-12-23,chat,21,22.7,no,configuracion,onboarding_general,2,si
CH1607,U1343,2023-12-08,chat,2,0.7,si,reportes,balance_general,4,no
CH1608,U1894,2023-12-13,chat,20,1.4,si,facturacion,errores_dian,5,no
CH1609,U0749,2023-05-02,chat,2,1.9,si,configuracion,integracion_banco,3,no
CH1610,U0690,2024-02-10,chat,21,27.3,no,configuracion,datos_empresa,2,no
CH1611,U1579,2023-02-06,chat,2,2.1,si,facturacion,factura_electronica_avanzada,5,no
CH1612,U0976,2023-01-01,chat,22,1.1,si,integraciones,api_externa,3,no
CH1613,U1737,2023-05-28,chat,6,2.9,si,facturacion,emision_factura,3,no
CH1614,U0587,2023-07-28,chat,19,1.7,si,facturacion,emision_factura,3,no
CH1615,U1078,2023-05-26,chat,19,1.2,si,facturacion,errores_dian,5,no
CH1616,U0888,2023-12-27,chat,18,0.9,si,facturacion,emision_factura,5,no
CH1617,U1318,2023-06-14,chat,10,0.7,si,facturacion,errores_dian,4,no
CH1618,U1020,2023-04-20,chat,21,2.1,si,integraciones,pasarela_pago,4,no
CH1619,U1545,2023-10-21,chat,3,0.5,si,configuracion,integracion_banco,3,no
CH1620,U1465,2023-05-04,chat,12,2.9,si,cuenta,cambio_plan,3,no
CH1621,U1940,2023-10-15,chat,22,20,no,reportes,exportar_excel,1,si
CH1622,U0747,2023-11-22,chat,6,1.7,si,facturacion,errores_dian,5,no
CH1623,U0401,2023-12-24,chat,2,1.6,si,facturacion,errores_sat,3,no
CH1624,U0742,2023-06-25,chat,8,1.7,si,integraciones,banco,5,no
CH1625,U0480,2023-03-21,chat,24,2.4,si,facturacion,errores_sat,4,no
CH1626,U0120,2023-08-06,chat,8,1,si,facturacion,errores_sat,3,no
CH1627,U1755,2023-01-02,chat,4,2.9,si,facturacion,descarga_xml,4,no
CH1628,U1900,2024-02-03,chat,2,0.6,si,reportes,exportar_excel,5,no
CH1629,U0605,2023-02-13,chat,19,0.9,si,facturacion,descarga_xml,3,no
CH1630,U1731,2023-01-23,chat,5,0.5,si,integraciones,banco,3,no
CH1631,U0074,2023-07-06,chat,3,0.6,si,reportes,estado_resultados,4,no
