user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana,chat_tickets,chat_no_resueltos,chat_reaperturas,chat_csat_prom,chat_tpr_prom,wa_tickets,wa_deriva_agente,wa_negativos,tel_llamadas,tel_escalados,tel_nps_prom,usa_soporte,soporte_tickets_total,friccion,canal_mas_usado
U0100,Clínica Hernández,Pyme,Colombia,Starter,19,2022-11-29,2023-11-15,inactivo,tarjeta,2023-05-21,involuntario,tarjeta_vencida,,ninguno,,"tarjeta rechazada, no respondió a los intentos de contacto",44894,no,no,si,no,,no,2,,,1,no,si,si,si,1.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0101,Supermercado Sánchez,Pyme,Costa Rica,Starter,19,2022-06-29,2024-02-25,activo,tarjeta,,,,,,,,44741,si,no,si,si,4,no,15,25,8,1,no,no,no,si,5.6,1,1,1,1,2,2,2,0,0,0,,1,3,1,whatsapp
U0102,Boutique Torres & Hijos,Pyme,Colombia,Growth,35,2023-04-16,2024-01-01,activo,PSE,,,,,,,,45032,no,si,si,si,9,no,21,39,,2,no,si,si,si,4.8,1,0,0,5,6,2,2,2,1,0,5,1,4,1,whatsapp
U0103,Boutique Torres,Pyme,Ecuador,Enterprise,89,2022-11-03,2024-01-28,activo,transferencia,,,,,,,,44868,si,si,si,si,4,no,9,15,2,6,no,si,si,si,3.6,1,1,1,1,23,0,0,0,0,0,,1,1,1,chat
U0104,Farmacia García & Cía,Pyme,México,Starter,19,2023-08-09,2024-01-19,activo,OXXO,,,,,,,,45147,si,si,si,si,10,no,24,36,,2,no,no,no,si,5.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0105,Farmacia Sánchez del Norte,Pyme,Colombia,Pro,49,2022-02-20,2023-12-31,suspendido,PSE,,,,,,,,44612,si,no,si,si,5,no,12,27,0,2,no,no,si,si,0.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0106,Supermercado Rodríguez & Cía,Pyme,Colombia,Starter,19,2024-01-09,2024-02-13,activo,PSE,,,,,,,,45300,si,si,si,si,6,no,9,12,11,2,no,no,no,si,2.9,1,0,0,5,3,1,0,1,1,0,3,1,3,1,chat
U0107,Transporte Cruz,Pyme,República Dominicana,Starter,19,2023-01-09,2024-01-06,activo,PSE,,,,,,,,44935,si,si,no,si,10,no,32,45,,2,no,si,si,si,5.6,0,0,0,,,0,0,0,1,0,3,1,1,0,telefono
U0108,Farmacia Ortiz del Norte,Pyme,México,Enterprise,89,2023-06-28,2024-01-18,activo,PSE,,,,,,,,45105,si,si,si,si,8,si,5,8,,4,no,si,si,si,3.5,1,0,0,3,13,0,0,0,1,0,3,1,2,0,chat
U0109,García Reyes & Partners,Contador,Colombia,Growth,35,2022-03-19,2024-01-15,activo,PSE,,,,,,,,44639,si,si,si,si,4,no,33,68,1,2,no,no,no,si,6.9,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0110,Supermercado Ramírez Plus,Pyme,República Dominicana,Starter,19,2023-07-04,2024-01-24,activo,transferencia,,,,,,,,45111,si,si,si,si,5,no,7,16,10,1,no,no,no,si,2.5,1,0,0,4,6,0,0,0,0,0,,1,1,0,chat
U0111,Morales Rojas Consultores,Contador,México,Pro,49,2023-04-28,2024-02-26,activo,OXXO,,,,,,,,45044,si,si,si,si,7,si,31,45,9,4,no,no,no,si,1.6,0,0,0,,,1,0,1,0,0,,1,1,1,whatsapp
U0112,Contabilidad López Fiscalistas,Contador,Costa Rica,Pro,49,2023-12-19,2024-01-27,activo,tarjeta,,,,,,,,45279,si,si,si,si,8,si,16,39,6,4,no,no,si,si,3.5,1,0,0,4,8,1,1,0,0,0,,1,2,1,chat
U0113,García Vargas Auditoría,Contador,Colombia,Growth,35,2023-07-05,2024-01-30,activo,tarjeta,,,,,,,,45112,no,si,si,no,,no,1,4,1,1,no,no,si,si,4.3,1,1,0,2,23,0,0,0,0,0,,1,1,1,chat
U0114,Farmacia López & Hijos,Pyme,Costa Rica,Pro,49,2023-11-02,2024-02-01,activo,transferencia,,,,,,,,45232,si,si,si,si,4,no,24,53,7,3,si,si,si,si,4.8,0,0,0,,,1,0,0,1,0,5,1,2,0,whatsapp
U0115,Supermercado Díaz,Pyme,Ecuador,Pro,49,2022-04-12,2023-07-08,cancelado,tarjeta,,,,,,,,44663,no,no,no,si,11,no,10,18,2,3,no,si,no,no,0,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0116,Agropecuaria García,Pyme,Ecuador,Pro,49,2023-04-11,2024-01-14,activo,transferencia,,,,,,,,45027,si,si,si,si,6,si,13,23,2,1,no,si,no,si,6.1,1,0,0,5,4,0,0,0,0,0,,1,1,0,chat
U0117,Agropecuaria Pérez & Hijos,Pyme,Ecuador,Pro,49,2022-07-30,2024-02-18,activo,transferencia,,,,,,,,44772,si,si,si,si,3,si,16,23,5,6,no,no,si,si,6.1,1,0,0,3,17,0,0,0,1,1,4,1,2,1,chat
U0118,Constructora Ramírez S.A.,Pyme,Colombia,Pro,49,2022-01-03,2024-01-10,activo,OXXO,,,,,,,,44564,si,si,si,si,10,no,34,46,,3,no,si,si,si,3.1,1,0,0,5,5,0,0,0,0,0,,1,1,0,chat
U0119,Contabilidad Hernández Contadores,Contador,Colombia,Starter,19,2022-09-01,2024-01-02,activo,tarjeta,,,,,,,,44805,si,si,si,si,1,no,26,37,3,1,no,no,no,si,6.2,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0120,Boutique Jiménez,Pyme,Colombia,Starter,19,2023-04-05,2024-02-02,activo,transferencia,,,,,,,,45021,si,no,si,si,7,no,39,87,,2,no,no,si,si,4.2,1,0,0,3,8,0,0,0,2,1,4,1,3,1,telefono
U0121,Contabilidad López Auditoría,Contador,Costa Rica,Enterprise,89,2023-11-06,2024-01-30,activo,transferencia,,,,,,,,45236,no,si,no,si,8,si,4,10,2,2,no,no,si,si,6.4,1,0,0,4,15,0,0,0,0,0,,1,1,0,chat
U0122,Asesoría Martínez Consultores,Contador,México,Growth,35,2023-12-31,2023-06-21,suspendido,tarjeta,,,,,,,,45291,si,si,no,si,7,no,6,9,3,2,no,no,no,no,0.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0123,Boutique Jiménez S.A.,Pyme,Costa Rica,Growth,35,2022-11-29,2024-02-08,activo,tarjeta,,,,,,,,44894,si,no,si,si,8,no,30,74,0,1,no,si,si,si,3.3,2,0,0,4,12,0,0,0,0,0,,1,2,0,chat
U0124,Medina Sánchez Auditoría,Contador,Colombia,Pro,49,2023-07-19,2024-01-14,activo,tarjeta,,,,,,,,45126,no,si,si,no,,si,1,0,7,2,no,no,si,si,7,2,0,0,4.5,14,0,0,0,0,0,,1,2,0,chat
U0125,Transporte Hernández Express,Pyme,México,Growth,35,2022-04-08,2024-01-21,activo,transferencia,,,,,,,,44659,si,si,no,si,10,no,10,23,7,1,no,no,si,si,6,1,1,0,1,3,1,1,1,0,0,,1,2,1,chat
U0126,Constructora López S.R.L.,Pyme,República Dominicana,Starter,19,2022-04-09,2024-01-24,activo,PSE,,,,,,,,44660,no,si,si,no,,no,2,2,5,1,no,si,no,si,6.9,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0127,Taller López S.R.L.,Pyme,Costa Rica,Growth,35,2023-11-13,2023-08-05,cancelado,PSE,,,,,,,,45243,no,no,si,no,,no,0,3,0,2,no,no,no,si,0,1,0,0,4,10,0,0,0,0,0,,1,1,0,chat
U0128,Transporte Vargas,Pyme,Colombia,Growth,35,2022-06-08,2024-01-15,activo,PSE,,,,,,,,44720,si,si,no,si,1,no,37,45,3,1,no,si,no,si,5.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0129,Ávila Vargas & Asociados,Contador,México,Pro,49,2023-07-29,2023-11-15,cancelado,transferencia,,,,,,,,45136,si,si,si,si,8,no,7,11,4,5,no,no,si,no,0,2,1,0,3.5,11.5,0,0,0,0,0,,1,2,1,chat
U0130,Medina Flores Fiscalistas,Contador,Costa Rica,Pro,49,2022-01-30,2024-02-14,activo,transferencia,,,,,,,,44591,si,no,no,si,6,no,12,27,10,1,no,no,si,si,2.7,2,0,0,4.5,22,0,0,0,0,0,,1,2,0,chat
U0131,Ferretería Martínez & Hijos,Pyme,Panamá,Growth,35,2023-02-15,2024-02-17,activo,transferencia,,,,,,,,44972,si,si,si,si,1,no,17,39,9,1,no,si,si,si,2.9,1,0,0,4,20,1,1,1,0,0,,1,2,1,chat
U0132,Agropecuaria Martínez & Hijos,Pyme,México,Starter,19,2022-11-16,2024-02-19,activo,OXXO,,,,,,,,44881,si,si,si,si,3,no,40,70,0,1,no,no,si,si,4.5,2,0,0,3.5,6,0,0,0,0,0,,1,2,0,chat
U0133,Boutique Cruz,Pyme,México,Growth,35,2022-10-06,2024-01-28,activo,tarjeta,,,,,,,,44840,si,no,si,si,5,no,20,26,1,2,no,si,si,si,6.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0134,Ávila Torres & Asociados,Contador,Colombia,Pro,49,2022-10-18,2024-02-07,activo,tarjeta,,,,,,,,44852,si,si,si,si,2,no,34,59,2,3,no,no,no,si,1.9,2,0,0,5,19,1,0,0,0,0,,1,3,0,chat
U0135,Importadora Ramírez,Pyme,Ecuador,Starter,19,2022-07-29,2024-01-14,activo,transferencia,,,,,,,,44771,no,no,si,si,2,no,39,57,14,1,no,si,no,si,4,2,0,0,4,13,1,1,0,0,0,,1,3,1,chat
U0136,Constructora Díaz,Pyme,México,Growth,35,2022-05-13,2024-02-15,activo,tarjeta,,,,,,,,44694,si,no,si,si,7,no,11,27,8,1,no,si,si,si,6.5,1,1,0,2,3,1,0,0,1,0,4,1,3,1,chat
U0137,Ávila Cruz Fiscalistas,Contador,Colombia,Starter,19,2022-03-21,2023-10-25,suspendido,tarjeta,,,,,,,,44641,no,no,si,no,,no,2,3,0,1,no,no,no,no,0.3,1,0,0,4,4,1,0,0,1,0,4,1,3,0,chat
U0138,Distribuidora Cruz & Hijos,Pyme,Colombia,Starter,19,2023-09-25,2024-02-14,activo,PSE,,,,,,,,45194,si,si,si,si,3,no,20,26,5,1,no,no,no,si,3.3,1,0,0,4,19,1,1,0,1,0,3,1,3,1,chat
U0139,Tienda Martínez S.A.,Pyme,México,Starter,19,2022-11-14,2024-01-15,activo,tarjeta,,,,,,,,44879,no,no,si,no,,no,0,4,3,1,no,no,si,si,6.5,1,0,0,5,10,1,1,0,1,0,3,1,3,1,chat
U0140,Tienda Sánchez,Pyme,Colombia,Pro,49,2022-12-26,2024-02-22,activo,transferencia,,,,,,,,44921,si,no,si,si,3,si,19,44,4,5,no,si,no,si,5.9,3,0,0,4.333333333,7,1,1,0,0,0,,1,4,1,chat
U0141,Boutique Morales Plus,Pyme,Colombia,Starter,19,2023-11-03,2024-03-01,activo,transferencia,,,,,,,,45233,si,si,si,si,10,no,14,30,0,2,no,no,si,si,5,1,1,1,3,6,0,0,0,1,0,2,1,2,1,chat
U0142,Supermercado Flores,Pyme,Costa Rica,Pro,49,2023-10-21,2024-02-09,activo,tarjeta,,,,,,,,45220,si,no,si,si,4,si,40,79,13,3,si,si,no,si,4.1,2,0,0,4.5,17.5,1,0,0,1,0,3,1,4,0,chat
U0143,Farmacia Morales,Pyme,México,Starter,19,2022-10-09,2024-01-23,activo,tarjeta,,,,,,,,44843,si,si,si,si,1,no,36,59,11,1,no,si,si,si,6.8,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0144,Agropecuaria Vargas & Cía,Pyme,República Dominicana,Starter,19,2022-04-03,2024-02-02,activo,tarjeta,,,,,,,,44654,si,si,si,si,3,no,28,62,0,2,no,no,no,si,4.7,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0145,Asesoría López Auditoría,Contador,México,Pro,49,2023-10-30,2024-02-08,activo,tarjeta,,,,,,,,45229,si,si,si,si,6,si,8,18,12,2,no,no,si,si,1.5,0,0,0,,,2,2,0,0,0,,1,2,1,whatsapp
U0146,Panadería Morales S.R.L.,Pyme,Panamá,Starter,19,2024-01-02,2024-02-11,activo,tarjeta,,,,,,,,45293,no,no,si,no,,no,2,3,5,2,no,no,si,si,2.5,3,1,1,2.333333333,12.33333333,0,0,0,0,0,,1,3,1,chat
U0147,Agropecuaria López & Cía,Pyme,Colombia,Starter,19,2022-10-17,2024-02-19,activo,tarjeta,,,,,,,,44851,si,si,si,si,2,no,13,29,7,1,no,no,si,si,4.8,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0148,Repuestos Rojas del Norte,Pyme,Colombia,Growth,35,2023-01-31,2024-02-16,activo,PSE,,,,,,,,44957,si,si,si,si,7,no,13,30,,2,no,no,no,si,6.1,0,0,0,,,1,0,1,0,0,,1,1,1,whatsapp
U0149,Tienda Rojas S.A.,Pyme,Costa Rica,Pro,49,2022-11-14,2023-12-24,cancelado,transferencia,2023-10-17,involuntario,disputa_bancaria,,ninguno,,"cuenta bancaria cerrada, sin respuesta a emails",44879,no,si,si,si,7,no,10,,,2,no,no,si,no,0,1,1,1,2,12,1,1,1,0,0,,1,2,1,chat
U0150,Supermercado Jiménez,Pyme,México,Pro,49,2022-05-11,2024-02-23,activo,OXXO,,,,,,,,44692,si,si,no,si,3,no,32,42,7,1,si,no,no,si,4.4,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0151,López Ortiz Consultores,Contador,México,Starter,19,2022-11-13,2024-01-14,activo,tarjeta,,,,,,,,44878,si,si,si,si,5,no,28,38,13,1,no,no,si,si,3.9,1,0,0,5,11,0,0,0,1,0,5,1,2,0,chat
U0152,Repuestos Jiménez,Pyme,Colombia,Starter,19,2022-04-14,2024-02-04,activo,PSE,,,,,,,,44665,no,si,si,no,,no,1,0,0,1,no,no,no,si,3.8,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0153,Importadora Rojas & Hijos,Pyme,República Dominicana,Starter,19,2023-01-21,2024-01-12,activo,PSE,,,,,,,,44947,si,si,no,si,4,no,10,15,6,1,no,no,si,si,4.9,1,0,0,3,22,1,1,1,0,0,,1,2,1,chat
U0154,López Morales Consultores,Contador,Colombia,Growth,35,2024-01-07,2024-01-29,activo,transferencia,,,,,,,,45298,si,no,si,si,3,no,15,32,12,2,no,no,no,si,5.6,1,0,0,4,22,0,0,0,0,0,,1,1,0,chat
U0155,Boutique Morales Plus,Pyme,Colombia,Pro,49,2023-04-26,2023-11-21,suspendido,OXXO,2023-07-13,involuntario,transferencia_rechazada,,ninguno,,,45042,no,no,si,si,12,no,9,,0,6,no,no,no,no,0.2,0,0,0,,,0,0,0,1,0,4,1,1,0,telefono
U0156,Ferretería Ortiz S.R.L.,Pyme,México,Enterprise,89,2022-07-24,2023-10-06,inactivo,PSE,2024-01-17,involuntario,transferencia_rechazada,,ninguno,,,44766,no,no,no,si,11,no,11,27,3,5,no,no,no,si,0.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0157,Salinas Jiménez Consultores,Contador,Costa Rica,Pro,49,2022-05-08,2024-02-18,activo,tarjeta,,,,,,,,44689,si,si,si,si,2,si,13,19,11,3,si,no,si,si,3.6,2,0,0,3.5,16.5,0,0,0,0,0,,1,2,0,chat
U0158,Torres Díaz Consultores,Contador,Colombia,Enterprise,89,2023-04-07,2023-09-15,suspendido,tarjeta,,,,,,,,45023,no,no,si,si,10,si,8,17,3,2,no,no,no,no,0.8,2,1,0,2.5,14,0,0,0,0,0,,1,2,1,chat
U0159,Importadora Hernández,Pyme,Colombia,Starter,19,2022-11-23,2024-01-01,cancelado,transferencia,,,,,,,,44888,no,no,si,si,1,no,3,6,1,2,no,si,no,si,0,1,0,0,5,4,0,0,0,0,0,,1,1,0,chat
U0160,Ferretería Martínez,Pyme,República Dominicana,Growth,35,2022-05-23,2024-01-31,activo,tarjeta,,,,,,,,44704,no,si,si,no,,no,2,0,1,1,no,no,no,si,5.2,1,0,0,4,20,1,0,0,0,0,,1,2,0,chat
U0161,Panadería Torres,Pyme,Colombia,Pro,49,2023-09-16,2024-01-08,activo,transferencia,,,,,,,,45185,no,si,si,no,,no,0,3,8,4,no,si,no,si,5.6,2,0,0,3,10,0,0,0,0,0,,1,2,0,chat
U0162,Constructora García S.R.L.,Pyme,Costa Rica,Growth,35,2022-03-06,2024-02-27,activo,tarjeta,,,,,,,,44626,si,si,si,si,7,no,19,45,14,2,no,si,si,si,6.6,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0163,Supermercado Martínez del Norte,Pyme,Colombia,Growth,35,2023-09-22,2024-02-06,activo,tarjeta,,,,,,,,45191,si,si,si,si,5,no,8,15,1,1,no,no,si,si,2.4,3,0,0,4.333333333,13.33333333,0,0,0,2,2,3,1,5,1,chat
U0164,Ferretería Reyes del Norte,Pyme,México,Growth,35,2023-06-04,2024-01-25,activo,PSE,,,,,,,,45081,si,no,si,si,6,no,5,11,,1,no,no,si,si,3.9,2,0,0,4,14.5,0,0,0,0,0,,1,2,0,chat
U0165,Jiménez Flores Consultores,Contador,México,Starter,19,2022-09-04,2024-02-10,activo,tarjeta,,,,,,,,44808,si,no,si,si,8,no,20,48,7,2,no,no,si,si,3.9,2,0,0,4.5,9.5,0,0,0,0,0,,1,2,0,chat
U0166,Boutique González S.A.,Pyme,México,Pro,49,2022-06-29,2023-12-28,inactivo,OXXO,,,,,,,,44741,no,si,no,no,,si,2,1,1,4,no,si,si,no,1.2,0,0,0,,,1,1,0,1,0,5,1,2,1,whatsapp
U0167,Morales Torres & Partners,Contador,Ecuador,Starter,19,2022-07-26,2024-01-13,activo,PSE,,,,,,,,44768,si,si,si,si,9,no,30,49,10,1,no,no,si,si,5.6,1,1,0,1,3,1,0,0,0,0,,1,2,1,chat
U0168,Comidas Rápidas López del Norte,Pyme,República Dominicana,Growth,35,2022-02-07,2024-01-13,activo,tarjeta,,,,,,,,44599,si,no,si,si,3,no,35,74,15,1,no,si,no,si,7,3,0,0,4,12.33333333,0,0,0,0,0,,1,3,0,chat
U0169,Transporte González,Pyme,República Dominicana,Growth,35,2023-02-14,2024-02-27,activo,OXXO,,,,,,,,44971,si,no,si,si,5,no,39,54,3,1,no,no,si,si,3.8,3,1,1,3,19,0,0,0,0,0,,1,3,1,chat
U0170,Comidas Rápidas González del Norte,Pyme,Panamá,Growth,35,2022-03-26,2024-01-06,activo,tarjeta,,,,,,,,44646,si,no,si,si,8,no,4,7,6,1,no,si,si,si,2.4,2,0,0,3.5,21,0,0,0,0,0,,1,2,0,chat
U0171,Boutique Díaz,Pyme,Colombia,Starter,19,2023-04-02,2024-01-28,activo,tarjeta,,,,,,,,45018,si,si,si,si,8,no,15,36,5,1,no,si,si,si,4.5,0,0,0,,,1,1,1,1,1,1,1,2,1,whatsapp
U0172,Estudio Reyes Fiscalistas,Contador,Panamá,Pro,49,2023-03-22,2024-02-20,activo,OXXO,,,,,,,,45007,si,no,no,si,6,si,16,35,7,4,si,no,si,si,4.4,2,0,0,4,21,1,0,1,1,0,3,1,4,1,chat
U0173,Boutique López,Pyme,Costa Rica,Starter,19,2022-02-01,2024-02-08,activo,transferencia,,,,,,,,44593,si,si,si,si,7,no,40,63,0,1,no,si,no,si,5.7,1,0,0,3,2,0,0,0,0,0,,1,1,0,chat
U0174,Transporte Díaz,Pyme,Costa Rica,Starter,19,2023-08-04,2024-01-10,activo,transferencia,,,,,,,,45142,si,si,si,si,10,no,4,5,11,2,no,no,si,si,4.8,1,0,0,5,2,0,0,0,0,0,,1,1,0,chat
U0175,Ferretería González,Pyme,Colombia,Starter,19,2022-11-18,2024-01-16,activo,OXXO,,,,,,,,44883,no,si,si,si,6,no,19,47,5,2,no,no,si,si,5.6,1,0,0,3,20,0,0,0,1,0,3,1,2,0,chat
U0176,Farmacia Ortiz,Pyme,México,Starter,19,2022-09-24,2024-01-14,activo,OXXO,,,,,,,,44828,si,si,si,si,3,no,7,13,3,1,no,no,si,si,5,0,0,0,,,1,0,1,0,0,,1,1,1,whatsapp
U0177,Comidas Rápidas Flores & Cía,Pyme,Colombia,Starter,19,2024-01-01,2024-01-06,activo,PSE,,,,,,,,45292,si,si,si,si,9,no,40,93,,2,no,si,si,si,5.5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0178,Tienda Díaz S.A.,Pyme,México,Pro,49,2022-06-11,2024-02-29,activo,transferencia,,,,,,,,44723,no,si,si,si,4,si,5,7,1,2,no,no,si,si,1.8,0,0,0,,,0,0,0,1,0,3,1,1,0,telefono
U0179,Salinas Vargas Consultores,Contador,República Dominicana,Growth,35,2023-05-21,2024-02-05,activo,transferencia,,,,,,,,45067,no,si,no,no,,no,0,3,5,1,no,no,si,si,3.8,1,0,0,3,22,0,0,0,0,0,,1,1,0,chat
U0180,Pérez Medina & Asociados,Contador,Colombia,Growth,35,2024-01-05,2024-02-03,activo,tarjeta,,,,,,,,45296,si,si,si,si,5,no,36,58,0,1,no,no,si,si,4.3,0,0,0,,,0,0,0,1,0,3,1,1,0,telefono
U0181,Comidas Rápidas Vargas & Hijos,Pyme,Colombia,Starter,19,2023-04-23,2024-01-23,activo,tarjeta,,,,,,,,45039,si,si,si,si,3,no,32,65,,1,no,no,si,si,2.1,1,1,0,3,7,0,0,0,0,0,,1,1,1,chat
U0182,Asesoría González Fiscalistas,Contador,Colombia,Pro,49,2022-02-26,2024-01-11,inactivo,tarjeta,,,,,,,,44618,no,si,si,si,16,no,5,6,0,1,no,no,no,no,1.2,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0183,Torres Ramírez Consultores,Contador,Colombia,Enterprise,89,2023-06-16,2023-08-04,suspendido,tarjeta,2023-04-08,voluntario,soporte_deficiente,precio_alto,no_sabe,6,,45093,no,si,no,no,,no,1,4,3,2,no,no,no,no,1.2,1,1,1,2,7,1,1,1,0,0,,1,2,1,chat
U0184,Asesoría Rojas Contadores,Contador,México,Starter,19,2023-10-19,2024-03-01,activo,transferencia,,,,,,,,45218,si,no,no,si,5,no,12,19,11,1,no,no,si,si,6.7,1,0,0,4,6,0,0,0,0,0,,1,1,0,chat
U0185,Ávila Medina Fiscalistas,Contador,Colombia,Enterprise,89,2022-02-12,2023-09-08,inactivo,tarjeta,,,,,,,,44604,no,no,no,si,18,si,12,21,0,4,no,no,no,no,1.2,2,0,0,3,12,0,0,0,0,0,,1,2,0,chat
U0186,Hernández Torres Auditoría,Contador,República Dominicana,Pro,49,2023-10-17,2024-02-26,activo,transferencia,,,,,,,,45216,si,si,si,si,5,no,25,37,13,1,si,no,si,si,5.8,0,0,0,,,2,2,0,0,0,,1,2,1,whatsapp
U0187,Clínica Ortiz,Pyme,República Dominicana,Growth,35,2023-04-10,2024-01-04,activo,tarjeta,,,,,,,,45026,si,si,no,si,4,no,28,64,8,1,no,no,si,si,4.6,1,0,0,4,4,0,0,0,0,0,,1,1,0,chat
U0188,Clínica Hernández S.R.L.,Pyme,Colombia,Pro,49,2022-11-23,2024-02-25,activo,tarjeta,,,,,,,,44888,si,no,si,si,7,si,15,37,7,4,no,no,si,si,6.8,0,0,0,,,1,1,0,0,0,,1,1,1,whatsapp
U0189,Farmacia Reyes Express,Pyme,Colombia,Growth,35,2022-10-01,2024-01-10,activo,tarjeta,,,,,,,,44835,si,si,no,si,10,no,22,43,15,1,no,no,no,si,2.9,1,0,0,5,5,0,0,0,1,0,4,1,2,0,chat
U0190,Tienda Ortiz Express,Pyme,Panamá,Starter,19,2022-12-02,2023-06-10,cancelado,tarjeta,,,,,,,,44897,si,no,no,si,14,no,12,24,0,2,no,no,no,si,0,0,0,0,,,1,0,0,1,0,4,1,2,0,whatsapp
U0191,Transporte López,Pyme,Colombia,Starter,19,2023-02-07,2024-01-16,activo,tarjeta,,,,,,,,44964,si,si,si,si,10,no,12,24,7,2,no,si,si,si,4.3,0,0,0,,,2,2,1,1,0,5,1,3,1,whatsapp
U0192,Clínica Hernández & Cía,Pyme,Panamá,Growth,35,2023-04-27,2024-01-01,activo,PSE,,,,,,,,45043,si,si,si,si,7,no,3,5,7,1,no,no,si,si,5.9,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0193,Farmacia Martínez,Pyme,México,Starter,19,2022-02-22,2024-01-13,activo,tarjeta,,,,,,,,44614,si,si,no,si,4,no,36,78,2,1,no,no,no,si,6.4,1,0,0,3,2,0,0,0,2,0,4.5,1,3,0,telefono
U0194,Distribuidora Reyes,Pyme,México,Pro,49,2023-10-01,2024-01-08,activo,tarjeta,,,,,,,,45200,si,no,si,si,8,si,12,28,2,3,si,si,si,si,6.3,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0195,Contabilidad López & Asociados,Contador,México,Growth,35,2022-05-28,2024-02-02,activo,tarjeta,,,,,,,,44709,si,si,si,si,2,no,4,6,15,2,no,no,no,si,4.8,2,0,0,4.5,9,0,0,0,0,0,,1,2,0,chat
U0196,Transporte Rojas,Pyme,Colombia,Growth,35,2023-04-13,2024-02-27,activo,tarjeta,,,,,,,,45029,si,si,si,si,7,no,22,31,4,1,no,no,si,si,5.1,0,0,0,,,0,0,0,1,1,1,1,1,1,telefono
U0197,Boutique Medina,Pyme,México,Pro,49,2023-08-31,2024-02-23,activo,tarjeta,,,,,,,,45169,no,no,si,si,10,si,30,53,3,3,no,si,no,si,6.7,2,0,0,4.5,15,1,0,0,0,0,,1,3,0,chat
U0198,Vargas García & Partners,Contador,México,Pro,49,2023-03-03,2024-02-20,activo,PSE,,,,,,,,44988,si,si,si,si,1,si,26,45,4,1,no,no,si,si,5,0,0,0,,,0,0,0,0,0,,0,0,0,ninguno
U0199,Boutique González & Cía,Pyme,Ecuador,Pro,49,2023-08-16,2024-02-16,activo,tarjeta,,,,,,,,45154,no,si,si,no,,si,1,3,4,6,si,si,si,si,6.2,0,0,0,,,0,0,0,1,1,,1,1,1,telefono
U0200,Estudio Pérez & Asociados,Contador,República Dominicana,Growth,35,2023-11-29,2024-02-06,activo,OXXO,,,,,,,,45259,no,no,si,no,,no,0,5,5,1,no,no,si,si,4.2,1,1,0,1,14,1,1,0,0,0,,1,2,1,chat
U0201,Boutique López S.R.L.,Pyme,México,Growth,35,2022-07-28,2024-02-19,activo,transferencia,,,,,,,,44770,si,si,no,si,1,no,34,62,6,1,no,no,si,si,1.8,0,0,0,,,1,0,0,0,0,,1,1,0,whatsapp
U0202,Constructora Flores & Cía,Pyme,Colombia,Growth,35,2023-06-23,2024-01-12,activo,tarjeta,,,,,,,,45100,si,si,si,si,3,no,5,7,10,1,no,si,si,si,2.6,1,0,0,3,5,1,1,0,0,0,,1,2,1,chat
U0203,Ramos Ramírez & Partners,Contador,Costa Rica,Pro,49,2023-12-11,2024-01-31,activo,tarjeta,,,,,,,,45271,si,no,si,si,5,si,22,34,14,5,no,no,no,si,3.9,0,0,0,,,1,1,1,0,0,,1,1,1,whatsapp
U0204,Transporte Ortiz,Pyme,Ecuador,Enterprise,89,2022-10-23,2024-02-14,activo,transferencia,,,,,,,,44857,si,si,si,si,3,si,23,57,0,4,no,no,si,si,1.9,1,0,0,4,20,3,1,0,0,0,,1,4,1,whatsapp
