user_id,nombre_empresa,segmento,pais,plan,monto_mensual_usd,fecha_registro,fecha_ultimo_pago,estado_cuenta,metodo_pago,user_id,fecha_retiro,tipo_retiro,motivo_principal,motivo_secundario,lo_reemplaza_con,nps_salida,comentario_libre,user_id,fecha_primer_login,configuracion_empresa_completa,empleados_cargados,plan_cuentas_configurado,primer_factura_emitida,dias_primer_factura,integracion_banco_conectada,facturas_emitidas_mes1,facturas_emitidas_mes3,reportes_generados_mes3,usuarios_adicionales,modulo_nomina_activo,modulo_inventario_activo,modulo_cxc_activo,login_ultimos_30_dias,sesiones_promedio_semana
U0127,Taller López S.R.L.,Pyme,Costa Rica,Growth,35,2023-11-13,2023-08-05,cancelado,PSE,,,,,,,,,U0127,45243,no,no,si,no,,no,0,3,0,2,no,no,no,si,0
U0128,Transporte Vargas,Pyme,Colombia,Growth,35,2022-06-08,2024-01-15,activo,PSE,,,,,,,,,U0128,44720,si,si,no,si,1,no,37,45,3,1,no,si,no,si,5.7
U0129,Ávila Vargas & Asociados,Contador,México,Pro,49,2023-07-29,2023-11-15,cancelado,transferencia,,,,,,,,,U0129,45136,si,si,si,si,8,no,7,11,4,5,no,no,si,no,0
U0130,Medina Flores Fiscalistas,Contador,Costa Rica,Pro,49,2022-01-30,2024-02-14,activo,transferencia,,,,,,,,,U0130,44591,si,no,no,si,6,no,12,27,10,1,no,no,si,si,2.7
U0131,Ferretería Martínez & Hijos,Pyme,Panamá,Growth,35,2023-02-15,2024-02-17,activo,transferencia,,,,,,,,,U0131,44972,si,si,si,si,1,no,17,39,9,1,no,si,si,si,2.9
U0132,Agropecuaria Martínez & Hijos,Pyme,México,Starter,19,2022-11-16,2024-02-19,activo,OXXO,,,,,,,,,U0132,44881,si,si,si,si,3,no,40,70,0,1,no,no,si,si,4.5
U0133,Boutique Cruz,Pyme,México,Growth,35,2022-10-06,2024-01-28,activo,tarjeta,,,,,,,,,U0133,44840,si,no,si,si,5,no,20,26,1,2,no,si,si,si,6.5
U0134,Ávila Torres & Asociados,Contador,Colombia,Pro,49,2022-10-18,2024-02-07,activo,tarjeta,,,,,,,,,U0134,44852,si,si,si,si,2,no,34,59,2,3,no,no,no,si,1.9
U0135,Importadora Ramírez,Pyme,Ecuador,Starter,19,2022-07-29,2024-01-14,activo,transferencia,,,,,,,,,U0135,44771,no,no,si,si,2,no,39,57,14,1,no,si,no,si,4
U0136,Constructora Díaz,Pyme,México,Growth,35,2022-05-13,2024-02-15,activo,tarjeta,,,,,,,,,U0136,44694,si,no,si,si,7,no,11,27,8,1,no,si,si,si,6.5
U0137,Ávila Cruz Fiscalistas,Contador,Colombia,Starter,19,2022-03-21,2023-10-25,suspendido,tarjeta,,,,,,,,,U0137,44641,no,no,si,no,,no,2,3,0,1,no,no,no,no,0.3
U0138,Distribuidora Cruz & Hijos,Pyme,Colombia,Starter,19,2023-09-25,2024-02-14,activo,PSE,,,,,,,,,U0138,45194,si,si,si,si,3,no,20,26,5,1,no,no,no,si,3.3
U0139,Tienda Martínez S.A.,Pyme,México,Starter,19,2022-11-14,2024-01-15,activo,tarjeta,,,,,,,,,U0139,44879,no,no,si,no,,no,0,4,3,1,no,no,si,si,6.5
U0140,Tienda Sánchez,Pyme,Colombia,Pro,49,2022-12-26,2024-02-22,activo,transferencia,,,,,,,,,U0140,44921,si,no,si,si,3,si,19,44,4,5,no,si,no,si,5.9
U0141,Boutique Morales Plus,Pyme,Colombia,Starter,19,2023-11-03,2024-03-01,activo,transferencia,,,,,,,,,U0141,45233,si,si,si,si,10,no,14,30,0,2,no,no,si,si,5
U0142,Supermercado Flores,Pyme,Costa Rica,Pro,49,2023-10-21,2024-02-09,activo,tarjeta,,,,,,,,,U0142,45220,si,no,si,si,4,si,40,79,13,3,si,si,no,si,4.1
U0143,Farmacia Morales,Pyme,México,Starter,19,2022-10-09,2024-01-23,activo,tarjeta,,,,,,,,,U0143,44843,si,si,si,si,1,no,36,59,11,1,no,si,si,si,6.8
U0144,Agropecuaria Vargas & Cía,Pyme,República Dominicana,Starter,19,2022-04-03,2024-02-02,activo,tarjeta,,,,,,,,,U0144,44654,si,si,si,si,3,no,28,62,0,2,no,no,no,si,4.7
U0145,Asesoría López Auditoría,Contador,México,Pro,49,2023-10-30,2024-02-08,activo,tarjeta,,,,,,,,,U0145,45229,si,si,si,si,6,si,8,18,12,2,no,no,si,si,1.5
U0146,Panadería Morales S.R.L.,Pyme,Panamá,Starter,19,2024-01-02,2024-02-11,activo,tarjeta,,,,,,,,,U0146,45293,no,no,si,no,,no,2,3,5,2,no,no,si,si,2.5
U0147,Agropecuaria López & Cía,Pyme,Colombia,Starter,19,2022-10-17,2024-02-19,activo,tarjeta,,,,,,,,,U0147,44851,si,si,si,si,2,no,13,29,7,1,no,no,si,si,4.8
U0148,Repuestos Rojas del Norte,Pyme,Colombia,Growth,35,2023-01-31,2024-02-16,activo,PSE,,,,,,,,,U0148,44957,si,si,si,si,7,no,13,30,,2,no,no,no,si,6.1
U0149,Tienda Rojas S.A.,Pyme,Costa Rica,Pro,49,2022-11-14,2023-12-24,cancelado,transferencia,U0149,2023-10-17,involuntario,disputa_bancaria,,ninguno,,"cuenta bancaria cerrada, sin respuesta a emails",U0149,44879,no,si,si,si,7,no,10,,,2,no,no,si,no,0
U0150,Supermercado Jiménez,Pyme,México,Pro,49,2022-05-11,2024-02-23,activo,OXXO,,,,,,,,,U0150,44692,si,si,no,si,3,no,32,42,7,1,si,no,no,si,4.4
U0151,López Ortiz Consultores,Contador,México,Starter,19,2022-11-13,2024-01-14,activo,tarjeta,,,,,,,,,U0151,44878,si,si,si,si,5,no,28,38,13,1,no,no,si,si,3.9
U0152,Repuestos Jiménez,Pyme,Colombia,Starter,19,2022-04-14,2024-02-04,activo,PSE,,,,,,,,,U0152,44665,no,si,si,no,,no,1,0,0,1,no,no,no,si,3.8
U0153,Importadora Rojas & Hijos,Pyme,República Dominicana,Starter,19,2023-01-21,2024-01-12,activo,PSE,,,,,,,,,U0153,44947,si,si,no,si,4,no,10,15,6,1,no,no,si,si,4.9
U0154,López Morales Consultores,Contador,Colombia,Growth,35,2024-01-07,2024-01-29,activo,transferencia,,,,,,,,,U0154,45298,si,no,si,si,3,no,15,32,12,2,no,no,no,si,5.6
U0155,Boutique Morales Plus,Pyme,Colombia,Pro,49,2023-04-26,2023-11-21,suspendido,OXXO,U0155,2023-07-13,involuntario,transferencia_rechazada,,ninguno,,,U0155,45042,no,no,si,si,12,no,9,,0,6,no,no,no,no,0.2
U0156,Ferretería Ortiz S.R.L.,Pyme,México,Enterprise,89,2022-07-24,2023-10-06,inactivo,PSE,U0156,2024-01-17,involuntario,transferencia_rechazada,,ninguno,,,U0156,44766,no,no,no,si,11,no,11,27,3,5,no,no,no,si,0.5
U0157,Salinas Jiménez Consultores,Contador,Costa Rica,Pro,49,2022-05-08,2024-02-18,activo,tarjeta,,,,,,,,,U0157,44689,si,si,si,si,2,si,13,19,11,3,si,no,si,si,3.6
U0158,Torres Díaz Consultores,Contador,Colombia,Enterprise,89,2023-04-07,2023-09-15,suspendido,tarjeta,,,,,,,,,U0158,45023,no,no,si,si,10,si,8,17,3,2,no,no,no,no,0.8
U0159,Importadora Hernández,Pyme,Colombia,Starter,19,2022-11-23,2024-01-01,cancelado,transferencia,,,,,,,,,U0159,44888,no,no,si,si,1,no,3,6,1,2,no,si,no,si,0
U0160,Ferretería Martínez,Pyme,República Dominicana,Growth,35,2022-05-23,2024-01-31,activo,tarjeta,,,,,,,,,U0160,44704,no,si,si,no,,no,2,0,1,1,no,no,no,si,5.2
U0161,Panadería Torres,Pyme,Colombia,Pro,49,2023-09-16,2024-01-08,activo,transferencia,,,,,,,,,U0161,45185,no,si,si,no,,no,0,3,8,4,no,si,no,si,5.6
U0162,Constructora García S.R.L.,Pyme,Costa Rica,Growth,35,2022-03-06,2024-02-27,activo,tarjeta,,,,,,,,,U0162,44626,si,si,si,si,7,no,19,45,14,2,no,si,si,si,6.6
U0163,Supermercado Martínez del Norte,Pyme,Colombia,Growth,35,2023-09-22,2024-02-06,activo,tarjeta,,,,,,,,,U0163,45191,si,si,si,si,5,no,8,15,1,1,no,no,si,si,2.4
U0164,Ferretería Reyes del Norte,Pyme,México,Growth,35,2023-06-04,2024-01-25,activo,PSE,,,,,,,,,U0164,45081,si,no,si,si,6,no,5,11,,1,no,no,si,si,3.9
U0165,Jiménez Flores Consultores,Contador,México,Starter,19,2022-09-04,2024-02-10,activo,tarjeta,,,,,,,,,U0165,44808,si,no,si,si,8,no,20,48,7,2,no,no,si,si,3.9
U0166,Boutique González S.A.,Pyme,México,Pro,49,2022-06-29,2023-12-28,inactivo,OXXO,,,,,,,,,U0166,44741,no,si,no,no,,si,2,1,1,4,no,si,si,no,1.2
U0167,Morales Torres & Partners,Contador,Ecuador,Starter,19,2022-07-26,2024-01-13,activo,PSE,,,,,,,,,U0167,44768,si,si,si,si,9,no,30,49,10,1,no,no,si,si,5.6
U0168,Comidas Rápidas López del Norte,Pyme,República Dominicana,Growth,35,2022-02-07,2024-01-13,activo,tarjeta,,,,,,,,,U0168,44599,si,no,si,si,3,no,35,74,15,1,no,si,no,si,7
U0169,Transporte González,Pyme,República Dominicana,Growth,35,2023-02-14,2024-02-27,activo,OXXO,,,,,,,,,U0169,44971,si,no,si,si,5,no,39,54,3,1,no,no,si,si,3.8
U0170,Comidas Rápidas González del Norte,Pyme,Panamá,Growth,35,2022-03-26,2024-01-06,activo,tarjeta,,,,,,,,,U0170,44646,si,no,si,si,8,no,4,7,6,1,no,si,si,si,2.4
U0171,Boutique Díaz,Pyme,Colombia,Starter,19,2023-04-02,2024-01-28,activo,tarjeta,,,,,,,,,U0171,45018,si,si,si,si,8,no,15,36,5,1,no,si,si,si,4.5
U0172,Estudio Reyes Fiscalistas,Contador,Panamá,Pro,49,2023-03-22,2024-02-20,activo,OXXO,,,,,,,,,U0172,45007,si,no,no,si,6,si,16,35,7,4,si,no,si,si,4.4
U0173,Boutique López,Pyme,Costa Rica,Starter,19,2022-02-01,2024-02-08,activo,transferencia,,,,,,,,,U0173,44593,si,si,si,si,7,no,40,63,0,1,no,si,no,si,5.7
U0174,Transporte Díaz,Pyme,Costa Rica,Starter,19,2023-08-04,2024-01-10,activo,transferencia,,,,,,,,,U0174,45142,si,si,si,si,10,no,4,5,11,2,no,no,si,si,4.8
U0175,Ferretería González,Pyme,Colombia,Starter,19,2022-11-18,2024-01-16,activo,OXXO,,,,,,,,,U0175,44883,no,si,si,si,6,no,19,47,5,2,no,no,si,si,5.6
U0176,Farmacia Ortiz,Pyme,México,Starter,19,2022-09-24,2024-01-14,activo,OXXO,,,,,,,,,U0176,44828,si,si,si,si,3,no,7,13,3,1,no,no,si,si,5
U0177,Comidas Rápidas Flores & Cía,Pyme,Colombia,Starter,19,2024-01-01,2024-01-06,activo,PSE,,,,,,,,,U0177,45292,si,si,si,si,9,no,40,93,,2,no,si,si,si,5.5
U0178,Tienda Díaz S.A.,Pyme,México,Pro,49,2022-06-11,2024-02-29,activo,transferencia,,,,,,,,,U0178,44723,no,si,si,si,4,si,5,7,1,2,no,no,si,si,1.8
U0179,Salinas Vargas Consultores,Contador,República Dominicana,Growth,35,2023-05-21,2024-02-05,activo,transferencia,,,,,,,,,U0179,45067,no,si,no,no,,no,0,3,5,1,no,no,si,si,3.8
U0180,Pérez Medina & Asociados,Contador,Colombia,Growth,35,2024-01-05,2024-02-03,activo,tarjeta,,,,,,,,,U0180,45296,si,si,si,si,5,no,36,58,0,1,no,no,si,si,4.3
U0181,Comidas Rápidas Vargas & Hijos,Pyme,Colombia,Starter,19,2023-04-23,2024-01-23,activo,tarjeta,,,,,,,,,U0181,45039,si,si,si,si,3,no,32,65,,1,no,no,si,si,2.1
U0182,Asesoría González Fiscalistas,Contador,Colombia,Pro,49,2022-02-26,2024-01-11,inactivo,tarjeta,,,,,,,,,U0182,44618,no,si,si,si,16,no,5,6,0,1,no,no,no,no,1.2
U0183,Torres Ramírez Consultores,Contador,Colombia,Enterprise,89,2023-06-16,2023-08-04,suspendido,tarjeta,U0183,2023-04-08,voluntario,soporte_deficiente,precio_alto,no_sabe,6,,U0183,45093,no,si,no,no,,no,1,4,3,2,no,no,no,no,1.2
U0184,Asesoría Rojas Contadores,Contador,México,Starter,19,2023-10-19,2024-03-01,activo,transferencia,,,,,,,,,U0184,45218,si,no,no,si,5,no,12,19,11,1,no,no,si,si,6.7
U0185,Ávila Medina Fiscalistas,Contador,Colombia,Enterprise,89,2022-02-12,2023-09-08,inactivo,tarjeta,,,,,,,,,U0185,44604,no,no,no,si,18,si,12,21,0,4,no,no,no,no,1.2
U0186,Hernández Torres Auditoría,Contador,República Dominicana,Pro,49,2023-10-17,2024-02-26,activo,transferencia,,,,,,,,,U0186,45216,si,si,si,si,5,no,25,37,13,1,si,no,si,si,5.8
U0187,Clínica Ortiz,Pyme,República Dominicana,Growth,35,2023-04-10,2024-01-04,activo,tarjeta,,,,,,,,,U0187,45026,si,si,no,si,4,no,28,64,8,1,no,no,si,si,4.6
U0188,Clínica Hernández S.R.L.,Pyme,Colombia,Pro,49,2022-11-23,2024-02-25,activo,tarjeta,,,,,,,,,U0188,44888,si,no,si,si,7,si,15,37,7,4,no,no,si,si,6.8
U0189,Farmacia Reyes Express,Pyme,Colombia,Growth,35,2022-10-01,2024-01-10,activo,tarjeta,,,,,,,,,U0189,44835,si,si,no,si,10,no,22,43,15,1,no,no,no,si,2.9
U0190,Tienda Ortiz Express,Pyme,Panamá,Starter,19,2022-12-02,2023-06-10,cancelado,tarjeta,,,,,,,,,U0190,44897,si,no,no,si,14,no,12,24,0,2,no,no,no,si,0
U0191,Transporte López,Pyme,Colombia,Starter,19,2023-02-07,2024-01-16,activo,tarjeta,,,,,,,,,U0191,44964,si,si,si,si,10,no,12,24,7,2,no,si,si,si,4.3
U0192,Clínica Hernández & Cía,Pyme,Panamá,Growth,35,2023-04-27,2024-01-01,activo,PSE,,,,,,,,,U0192,45043,si,si,si,si,7,no,3,5,7,1,no,no,si,si,5.9
U0193,Farmacia Martínez,Pyme,México,Starter,19,2022-02-22,2024-01-13,activo,tarjeta,,,,,,,,,U0193,44614,si,si,no,si,4,no,36,78,2,1,no,no,no,si,6.4
U0194,Distribuidora Reyes,Pyme,México,Pro,49,2023-10-01,2024-01-08,activo,tarjeta,,,,,,,,,U0194,45200,si,no,si,si,8,si,12,28,2,3,si,si,si,si,6.3
U0195,Contabilidad López & Asociados,Contador,México,Growth,35,2022-05-28,2024-02-02,activo,tarjeta,,,,,,,,,U0195,44709,si,si,si,si,2,no,4,6,15,2,no,no,no,si,4.8
U0196,Transporte Rojas,Pyme,Colombia,Growth,35,2023-04-13,2024-02-27,activo,tarjeta,,,,,,,,,U0196,45029,si,si,si,si,7,no,22,31,4,1,no,no,si,si,5.1
U0197,Boutique Medina,Pyme,México,Pro,49,2023-08-31,2024-02-23,activo,tarjeta,,,,,,,,,U0197,45169,no,no,si,si,10,si,30,53,3,3,no,si,no,si,6.7
U0198,Vargas García & Partners,Contador,México,Pro,49,2023-03-03,2024-02-20,activo,PSE,,,,,,,,,U0198,44988,si,si,si,si,1,si,26,45,4,1,no,no,si,si,5
U0199,Boutique González & Cía,Pyme,Ecuador,Pro,49,2023-08-16,2024-02-16,activo,tarjeta,,,,,,,,,U0199,45154,no,si,si,no,,si,1,3,4,6,si,si,si,si,6.2
U0200,Estudio Pérez & Asociados,Contador,República Dominicana,Growth,35,2023-11-29,2024-02-06,activo,OXXO,,,,,,,,,U0200,45259,no,no,si,no,,no,0,5,5,1,no,no,si,si,4.2
U0201,Boutique López S.R.L.,Pyme,México,Growth,35,2022-07-28,2024-02-19,activo,transferencia,,,,,,,,,U0201,44770,si,si,no,si,1,no,34,62,6,1,no,no,si,si,1.8
U0202,Constructora Flores & Cía,Pyme,Colombia,Growth,35,2023-06-23,2024-01-12,activo,tarjeta,,,,,,,,,U0202,45100,si,si,si,si,3,no,5,7,10,1,no,si,si,si,2.6
U0203,Ramos Ramírez & Partners,Contador,Costa Rica,Pro,49,2023-12-11,2024-01-31,activo,tarjeta,,,,,,,,,U0203,45271,si,no,si,si,5,si,22,34,14,5,no,no,no,si,3.9
U0204,Transporte Ortiz,Pyme,Ecuador,Enterprise,89,2022-10-23,2024-02-14,activo,transferencia,,,,,,,,,U0204,44857,si,si,si,si,3,si,23,57,0,4,no,no,si,si,1.9
U0205,Pérez Díaz Consultores,Contador,República Dominicana,Growth,35,2022-05-05,2024-02-04,activo,tarjeta,,,,,,,,,U0205,44686,si,no,si,si,9,no,25,33,7,1,no,no,si,si,4.8
U0206,Panadería Vargas,Pyme,Colombia,Growth,35,2022-12-21,2023-12-09,suspendido,tarjeta,,,,,,,,,U0206,44916,no,no,no,si,20,no,4,8,2,2,no,no,si,si,1.2
U0207,Constructora Sánchez S.A.,Pyme,Colombia,Starter,19,2023-08-24,2024-01-04,activo,transferencia,,,,,,,,,U0207,45162,si,si,si,si,10,no,28,58,7,1,no,si,no,si,4.2
U0208,Repuestos González,Pyme,Colombia,Growth,35,2023-11-29,2024-01-01,activo,OXXO,,,,,,,,,U0208,45259,si,no,no,si,4,no,3,6,10,1,no,no,si,si,7
U0209,Ávila López & Asociados,Contador,Panamá,Pro,49,2022-07-24,2024-01-19,activo,tarjeta,,,,,,,,,U0209,44766,si,si,si,si,3,no,37,46,6,4,si,no,si,si,5.6
U0210,Medina López Auditoría,Contador,Colombia,Pro,49,2022-02-08,2024-01-12,suspendido,PSE,,,,,,,,,U0210,44600,no,no,si,no,,no,1,5,0,5,no,no,no,no,1
U0211,Medina Flores Fiscalistas,Contador,Colombia,Pro,49,2022-10-24,2023-10-24,suspendido,transferencia,U0211,2023-03-30,voluntario,cambio_de_negocio,,Contpaqi,,mis clientes usan otro sistema y quería compatibilidad,U0211,44858,no,si,no,no,,si,0,,1,4,no,no,no,no,1.5
U0212,Importadora Rodríguez,Pyme,Costa Rica,Growth,35,2022-05-18,2023-12-29,inactivo,tarjeta,,,,,,,,,U0212,44699,no,si,no,no,,no,0,3,,2,no,si,no,no,1.5
U0213,Ávila Pérez Consultores,Contador,Costa Rica,Pro,49,2022-01-15,2024-02-20,activo,tarjeta,,,,,,,,,U0213,44576,si,si,si,si,9,si,21,49,,6,si,no,no,si,3.6
U0214,Estudio González Consultores,Contador,Costa Rica,Pro,49,2023-03-14,2024-01-06,activo,tarjeta,,,,,,,,,U0214,44999,no,si,si,si,1,si,28,42,,6,no,no,no,si,4
U0215,Transporte Torres S.R.L.,Pyme,Ecuador,Starter,19,2023-01-28,2024-02-18,activo,tarjeta,,,,,,,,,U0215,44954,si,si,no,si,6,no,17,34,15,2,no,no,no,si,5.4
U0216,Clínica Jiménez & Cía,Pyme,Costa Rica,Growth,35,2022-03-05,2024-01-30,activo,tarjeta,,,,,,,,,U0216,44625,si,si,si,si,1,no,37,77,4,1,no,no,si,si,3.1
U0217,Asesoría Ortiz Consultores,Contador,Costa Rica,Pro,49,2022-10-30,2024-01-15,activo,tarjeta,,,,,,,,,U0217,44864,si,si,si,si,4,si,29,68,15,4,no,no,si,si,2.9
U0218,Importadora Pérez & Cía,Pyme,Ecuador,Starter,19,2023-12-20,2024-01-31,activo,transferencia,,,,,,,,,U0218,45280,si,si,si,si,6,no,17,42,4,1,no,si,no,si,2.2
U0219,Jiménez Rodríguez & Asociados,Contador,Panamá,Starter,19,2023-04-03,2024-01-24,activo,tarjeta,,,,,,,,,U0219,45019,si,si,si,si,4,no,27,51,1,1,no,no,si,si,1.7
U0220,Salinas Rodríguez Contadores,Contador,Panamá,Growth,35,2023-07-04,2024-01-21,activo,PSE,,,,,,,,,U0220,45111,si,si,no,si,1,no,11,24,2,2,no,no,no,si,1.5
U0221,Constructora Cruz,Pyme,México,Starter,19,2023-06-07,2024-01-04,activo,tarjeta,,,,,,,,,U0221,45084,si,no,si,si,10,no,5,10,,1,no,si,no,si,2.2
U0222,Taller Pérez S.A.,Pyme,México,Pro,49,2024-01-11,2024-01-17,activo,PSE,,,,,,,,,U0222,45302,si,si,si,si,8,si,39,71,11,1,no,si,si,si,1.7
U0223,Boutique López,Pyme,Costa Rica,Growth,35,2022-03-03,2023-02-05,cancelado,OXXO,,,,,,,,,U0223,44623,si,no,no,si,15,no,8,19,3,2,no,no,no,no,0
U0224,Clínica Morales Express,Pyme,Colombia,Growth,35,2023-10-24,2023-07-11,cancelado,OXXO,,,,,,,,,U0224,45223,no,no,si,no,,no,2,2,2,1,no,no,no,no,0
U0225,Tienda Vargas,Pyme,Costa Rica,Growth,35,2023-07-07,2024-02-25,activo,tarjeta,,,,,,,,,U0225,45114,si,si,si,si,4,no,21,49,9,2,no,si,no,si,2.4
U0226,Constructora Cruz Plus,Pyme,Ecuador,Pro,49,2022-01-24,2023-08-26,cancelado,transferencia,,,,,,,,,U0226,44585,si,no,no,si,20,no,8,17,,4,no,no,no,no,0
U0227,Supermercado Cruz S.A.,Pyme,México,Starter,19,2022-07-13,2023-02-27,cancelado,tarjeta,U0227,2023-09-07,involuntario,fallo_pago,,ninguno,,,U0227,44755,no,no,si,no,,no,1,1,2,1,no,no,no,no,0
U0228,Panadería López,Pyme,Colombia,Growth,35,2023-04-03,2024-02-15,activo,PSE,,,,,,,,,U0228,45019,si,no,si,si,2,no,30,55,3,1,no,no,si,si,1.8
U0229,Repuestos Medina,Pyme,Colombia,Pro,49,2022-02-27,2024-01-19,activo,tarjeta,,,,,,,,,U0229,44619,no,si,no,si,6,si,39,60,12,6,si,no,si,si,3.3
U0230,Farmacia Ramírez,Pyme,Costa Rica,Starter,19,2022-11-06,2023-10-12,suspendido,tarjeta,U0230,2023-04-22,involuntario,disputa_bancaria,,ninguno,,,U0230,44871,si,si,si,si,11,no,10,24,0,2,no,no,si,no,1.1
U0231,Morales Reyes & Partners,Contador,Panamá,Enterprise,89,2023-10-04,2024-02-05,activo,tarjeta,,,,,,,,,U0231,45203,si,si,si,si,2,si,15,35,15,6,no,no,si,si,6.8
U0232,Comidas Rápidas Sánchez,Pyme,México,Starter,19,2023-01-21,2024-02-04,activo,tarjeta,,,,,,,,,U0232,44947,si,si,si,si,4,no,33,76,2,1,no,si,si,si,2.1
U0233,Asesoría Reyes Consultores,Contador,República Dominicana,Enterprise,89,2023-07-30,2024-01-27,activo,transferencia,,,,,,,,,U0233,45137,si,no,si,si,8,no,15,35,4,5,si,no,no,si,5.3
U0234,Comidas Rápidas Pérez,Pyme,Colombia,Starter,19,2023-04-06,2023-09-24,inactivo,tarjeta,,,,,,,,,U0234,45022,no,si,no,si,6,no,11,26,2,1,no,si,si,si,0.7
U0235,Supermercado Vargas,Pyme,México,Starter,19,2022-03-16,2024-02-18,activo,transferencia,,,,,,,,,U0235,44636,si,si,si,si,3,no,31,56,7,1,no,no,si,si,3.4
U0236,Distribuidora Ortiz & Cía,Pyme,Panamá,Starter,19,2022-01-16,2024-01-13,activo,OXXO,,,,,,,,,U0236,44577,no,no,si,si,2,no,19,40,,1,no,no,si,si,4.3
U0237,Torres Díaz Fiscalistas,Contador,Colombia,Enterprise,89,2023-07-20,2024-01-19,activo,tarjeta,,,,,,,,,U0237,45127,si,no,si,si,2,si,36,50,0,4,no,no,no,si,2
U0238,Transporte Pérez,Pyme,México,Growth,35,2022-04-11,2023-12-30,inactivo,transferencia,,,,,,,,,U0238,44662,si,no,no,si,13,no,3,7,3,1,no,no,si,no,0.1
U0239,Agropecuaria Cruz,Pyme,México,Starter,19,2022-05-30,2024-02-05,activo,OXXO,,,,,,,,,U0239,44711,si,si,si,si,4,no,12,17,13,1,no,si,si,si,4.1
U0240,Transporte Ramírez Express,Pyme,Colombia,Growth,35,2022-09-09,2024-02-11,activo,OXXO,,,,,,,,,U0240,44813,si,si,si,si,9,no,5,12,12,2,no,no,si,si,1.5
U0241,García Vargas Auditoría,Contador,Costa Rica,Pro,49,2022-06-22,2024-01-23,activo,tarjeta,,,,,,,,,U0241,44734,si,no,si,si,1,si,23,33,9,3,no,no,si,si,5
U0242,Comidas Rápidas López Express,Pyme,Panamá,Enterprise,89,2022-03-02,2024-02-23,activo,PSE,,,,,,,,,U0242,44622,si,si,no,si,8,no,30,54,11,4,no,no,si,si,1.5
U0243,Ferretería Rojas S.R.L.,Pyme,Costa Rica,Starter,19,2022-06-04,2024-02-02,activo,tarjeta,,,,,,,,,U0243,44716,si,si,no,si,1,no,18,38,6,2,no,si,si,si,6.7
U0244,García Ramírez & Partners,Contador,Costa Rica,Starter,19,2023-06-29,2024-01-01,activo,tarjeta,,,,,,,,,U0244,45106,si,si,si,si,2,no,21,41,8,2,no,no,si,si,2.6
U0245,Estudio Rodríguez & Partners,Contador,Colombia,Pro,49,2023-11-22,2024-03-01,activo,PSE,,,,,,,,,U0245,45252,si,no,si,si,10,si,39,89,8,5,si,no,no,si,6.5
U0246,Clínica Morales & Cía,Pyme,Colombia,Growth,35,2022-12-29,2024-01-26,activo,tarjeta,,,,,,,,,U0246,44924,si,no,si,si,6,no,23,28,9,1,no,no,si,si,6.3
U0247,Distribuidora Reyes,Pyme,Costa Rica,Pro,49,2023-11-01,2023-11-29,cancelado,transferencia,,,,,,,,,U0247,45231,no,no,si,no,,no,1,0,,6,no,si,si,si,0
U0248,Importadora Flores Plus,Pyme,Colombia,Starter,19,2022-06-25,2024-02-24,activo,tarjeta,,,,,,,,,U0248,44737,si,no,si,si,9,no,24,36,,1,no,no,si,si,5.6
U0249,Jiménez Ortiz Fiscalistas,Contador,Panamá,Enterprise,89,2022-08-24,2024-02-25,activo,transferencia,,,,,,,,,U0249,44797,si,si,no,si,4,si,36,76,9,3,no,no,si,si,5
U0250,Comidas Rápidas Flores,Pyme,Colombia,Pro,49,2023-07-11,2024-01-03,activo,tarjeta,,,,,,,,,U0250,45118,si,si,si,si,8,no,35,77,4,2,no,no,si,si,4.2
U0251,Comidas Rápidas Reyes S.R.L.,Pyme,Colombia,Pro,49,2023-02-12,2023-10-23,suspendido,tarjeta,,,,,,,,,U0251,44969,no,no,si,si,17,no,4,10,1,3,no,no,no,si,0.9
U0252,Transporte López,Pyme,República Dominicana,Starter,19,2023-12-07,2024-02-02,activo,transferencia,,,,,,,,,U0252,45267,si,si,si,si,1,no,23,43,14,2,no,no,si,si,2.8
U0253,Transporte García Plus,Pyme,Colombia,Growth,35,2023-09-21,2023-07-23,cancelado,OXXO,,,,,,,,,U0253,45190,no,no,si,si,13,no,4,5,,1,no,no,no,no,0
U0254,Pérez Martínez & Partners,Contador,México,Growth,35,2023-01-20,2024-02-13,activo,transferencia,,,,,,,,,U0254,44946,si,si,si,si,9,no,29,71,10,2,no,no,no,si,5.6
U0255,Tienda Reyes,Pyme,Colombia,Starter,19,2022-10-02,2024-02-15,activo,transferencia,,,,,,,,,U0255,44836,si,si,no,si,3,no,19,34,,1,no,no,si,si,4.4
U0256,Tienda Cruz,Pyme,Colombia,Starter,19,2023-01-04,2024-01-07,activo,tarjeta,,,,,,,,,U0256,44930,si,si,si,si,5,no,6,10,13,2,no,no,no,si,6.4
U0257,Transporte Reyes,Pyme,México,Starter,19,2022-12-29,2024-02-08,activo,transferencia,,,,,,,,,U0257,44924,si,si,si,si,10,no,33,80,0,1,no,no,si,si,4.4
U0258,Supermercado Reyes,Pyme,República Dominicana,Growth,35,2023-07-27,2023-10-25,suspendido,tarjeta,,,,,,,,,U0258,45134,no,no,no,si,16,no,3,6,,1,no,no,no,no,1.2
U0259,Importadora Martínez,Pyme,Colombia,Starter,19,2022-06-21,2024-01-27,activo,tarjeta,,,,,,,,,U0259,44733,si,si,si,si,7,no,6,9,10,1,no,no,si,si,6.3
